BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
-1	root
35.2	not assigned.unknown	gi|351602229|gb|JP456658.1|	  TSA: Cannabis sativa PK10158.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606899|gb|JP461224.1|	  TSA: Cannabis sativa PK06457.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617988|gb|JP472289.1|	  TSA: Cannabis sativa PK00702.7_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624218|gb|JP478519.1|	  TSA: Cannabis sativa PK07896.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615512|gb|JP469813.1|	  TSA: Cannabis sativa PK14190.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351625061|gb|JP479362.1|	  TSA: Cannabis sativa PK19992.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597994|gb|JP452528.1|	  TSA: Cannabis sativa PK03975.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596447|gb|JP451003.1|	  TSA: Cannabis sativa PK10984.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620719|gb|JP475020.1|	  TSA: Cannabis sativa PK01662.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627723|gb|JP480606.1|	  TSA: Cannabis sativa PK07824.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615388|gb|JP469689.1|	  TSA: Cannabis sativa PK10782.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607964|gb|JP462276.1|	  TSA: Cannabis sativa PK24562.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605362|gb|JP459707.1|	  TSA: Cannabis sativa PK06222.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610312|gb|JP464613.1|	  TSA: Cannabis sativa PK27931.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612342|gb|JP466643.1|	  TSA: Cannabis sativa PK22876.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613294|gb|JP467595.1|	  TSA: Cannabis sativa PK04892.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597189|gb|JP451739.1|	  TSA: Cannabis sativa PK04808.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600718|gb|JP455180.1|	  TSA: Cannabis sativa PK04856.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610115|gb|JP464416.1|	  TSA: Cannabis sativa PK21064.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615344|gb|JP469645.1|	  TSA: Cannabis sativa PK21249.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621793|gb|JP476094.1|	  TSA: Cannabis sativa PK16157.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622710|gb|JP477011.1|	  TSA: Cannabis sativa PK25973.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621510|gb|JP475811.1|	  TSA: Cannabis sativa PK23886.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617601|gb|JP471902.1|	  TSA: Cannabis sativa PK11470.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613132|gb|JP467433.1|	  TSA: Cannabis sativa PK28280.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609330|gb|JP463631.1|	  TSA: Cannabis sativa PK12186.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624323|gb|JP478624.1|	  TSA: Cannabis sativa PK00259.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597563|gb|JP452107.1|	  TSA: Cannabis sativa PK07553.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607733|gb|JP462051.1|	  TSA: Cannabis sativa PK27327.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602239|gb|JP456668.1|	  TSA: Cannabis sativa PK23477.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611604|gb|JP465905.1|	  TSA: Cannabis sativa PK16708.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614627|gb|JP468928.1|	  TSA: Cannabis sativa PK23079.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598374|gb|JP452899.1|	  TSA: Cannabis sativa PK19488.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606266|gb|JP460595.1|	  TSA: Cannabis sativa PK28912.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607813|gb|JP462128.1|	  TSA: Cannabis sativa PK01693.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351617831|gb|JP472132.1|	  TSA: Cannabis sativa PK21178.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627464|gb|JP480347.1|	  TSA: Cannabis sativa PK03429.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604761|gb|JP459110.1|	  TSA: Cannabis sativa PK25438.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608917|gb|JP463218.1|	  TSA: Cannabis sativa PK08778.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611305|gb|JP465606.1|	  TSA: Cannabis sativa PK21271.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596196|gb|JP450754.1|	  TSA: Cannabis sativa PK09496.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608783|gb|JP463087.1|	  TSA: Cannabis sativa PK10917.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622574|gb|JP476875.1|	  TSA: Cannabis sativa PK24387.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613460|gb|JP467761.1|	  TSA: Cannabis sativa PK03946.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620984|gb|JP475285.1|	  TSA: Cannabis sativa PK15029.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601973|gb|JP456409.1|	  TSA: Cannabis sativa PK06783.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611487|gb|JP465788.1|	  TSA: Cannabis sativa PK17243.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622195|gb|JP476496.1|	  TSA: Cannabis sativa PK07216.2_2.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604609|gb|JP458959.1|	  TSA: Cannabis sativa PK13972.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618091|gb|JP472392.1|	  TSA: Cannabis sativa PK23914.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600747|gb|JP455209.1|	  TSA: Cannabis sativa PK13101.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620602|gb|JP474903.1|	  TSA: Cannabis sativa PK13857.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609603|gb|JP463904.1|	  TSA: Cannabis sativa PK04691.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622639|gb|JP476940.1|	  TSA: Cannabis sativa PK00858.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605329|gb|JP459675.1|	  TSA: Cannabis sativa PK13671.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615995|gb|JP470296.1|	  TSA: Cannabis sativa PK16839.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598270|gb|JP452796.1|	  TSA: Cannabis sativa PK14584.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612432|gb|JP466733.1|	  TSA: Cannabis sativa PK29253.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610251|gb|JP464552.1|	  TSA: Cannabis sativa PK02135.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607749|gb|JP462067.1|	  TSA: Cannabis sativa PK27422.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621726|gb|JP476027.1|	  TSA: Cannabis sativa PK03898.2_2.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601572|gb|JP456014.1|	  TSA: Cannabis sativa PK13316.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612988|gb|JP467289.1|	  TSA: Cannabis sativa PK00069.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623649|gb|JP477950.1|	  TSA: Cannabis sativa PK22350.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600860|gb|JP455318.1|	  TSA: Cannabis sativa PK10701.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351595923|gb|JP450483.1|	  TSA: Cannabis sativa PK01615.5_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604080|gb|JP458434.1|	  TSA: Cannabis sativa PK18512.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607494|gb|JP461815.1|	  TSA: Cannabis sativa PK17315.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610342|gb|JP464643.1|	  TSA: Cannabis sativa PK11137.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622585|gb|JP476886.1|	  TSA: Cannabis sativa PK18459.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606297|gb|JP460626.1|	  TSA: Cannabis sativa PK09472.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624023|gb|JP478324.1|	  TSA: Cannabis sativa PK16890.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608214|gb|JP462524.1|	  TSA: Cannabis sativa PK20194.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612035|gb|JP466336.1|	  TSA: Cannabis sativa PK17844.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621950|gb|JP476251.1|	  TSA: Cannabis sativa PK14997.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351628511|gb|JP481394.1|	  TSA: Cannabis sativa PK15245.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605358|gb|JP459704.1|	  TSA: Cannabis sativa PK08685.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616366|gb|JP470667.1|	  TSA: Cannabis sativa PK00411.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603561|gb|JP457918.1|	  TSA: Cannabis sativa PK05997.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624546|gb|JP478847.1|	  TSA: Cannabis sativa PK24107.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605515|gb|JP459859.1|	  TSA: Cannabis sativa PK19871.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601980|gb|JP456416.1|	  TSA: Cannabis sativa PK03263.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620020|gb|JP474321.1|	  TSA: Cannabis sativa PK14175.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608932|gb|JP463233.1|	  TSA: Cannabis sativa PK14239.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615200|gb|JP469501.1|	  TSA: Cannabis sativa PK01744.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614419|gb|JP468720.1|	  TSA: Cannabis sativa PK11884.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351627687|gb|JP480570.1|	  TSA: Cannabis sativa PK13414.8_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618959|gb|JP473260.1|	  TSA: Cannabis sativa PK22939.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600739|gb|JP455201.1|	  TSA: Cannabis sativa PK14726.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611551|gb|JP465852.1|	  TSA: Cannabis sativa PK04959.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351613193|gb|JP467494.1|	  TSA: Cannabis sativa PK25226.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621489|gb|JP475790.1|	  TSA: Cannabis sativa PK16838.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596949|gb|JP451502.1|	  TSA: Cannabis sativa PK28256.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612945|gb|JP467246.1|	  TSA: Cannabis sativa PK23963.13_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608322|gb|JP462629.1|	  TSA: Cannabis sativa PK27116.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597540|gb|JP452085.1|	  TSA: Cannabis sativa PK08154.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610962|gb|JP465263.1|	  TSA: Cannabis sativa PK01847.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620280|gb|JP474581.1|	  TSA: Cannabis sativa PK26453.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591158|gb|JP449614.1|	  TSA: Cannabis sativa PK06255.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604820|gb|JP459169.1|	  TSA: Cannabis sativa PK11427.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610287|gb|JP464588.1|	  TSA: Cannabis sativa PK17229.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608437|gb|JP462744.1|	  TSA: Cannabis sativa PK14412.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600397|gb|JP454865.1|	  TSA: Cannabis sativa PK03374.6_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605210|gb|JP459557.1|	  TSA: Cannabis sativa PK20031.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351606509|gb|JP460836.1|	  TSA: Cannabis sativa PK21958.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623785|gb|JP478086.1|	  TSA: Cannabis sativa PK16522.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615531|gb|JP469832.1|	  TSA: Cannabis sativa PK27219.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591439|gb|JP449886.1|	  TSA: Cannabis sativa PK05151.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614348|gb|JP468649.1|	  TSA: Cannabis sativa PK17265.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624647|gb|JP478948.1|	  TSA: Cannabis sativa PK24319.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621665|gb|JP475966.1|	  TSA: Cannabis sativa PK26075.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615476|gb|JP469777.1|	  TSA: Cannabis sativa PK02648.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602605|gb|JP457026.1|	  TSA: Cannabis sativa PK00146.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601452|gb|JP455897.1|	  TSA: Cannabis sativa PK00238.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619891|gb|JP474192.1|	  TSA: Cannabis sativa PK06324.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615650|gb|JP469951.1|	  TSA: Cannabis sativa PK02685.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599050|gb|JP453554.1|	  TSA: Cannabis sativa PK20785.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608143|gb|JP462453.1|	  TSA: Cannabis sativa PK06166.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608010|gb|JP462321.1|	  TSA: Cannabis sativa PK23771.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602268|gb|JP456694.1|	  TSA: Cannabis sativa PK12583.4_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611400|gb|JP465701.1|	  TSA: Cannabis sativa PK06512.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607022|gb|JP461346.1|	  TSA: Cannabis sativa PK04259.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609582|gb|JP463883.1|	  TSA: Cannabis sativa PK00277.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351619495|gb|JP473796.1|	  TSA: Cannabis sativa PK01641.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605406|gb|JP459751.1|	  TSA: Cannabis sativa PK26521.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621459|gb|JP475760.1|	  TSA: Cannabis sativa PK00868.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610748|gb|JP465049.1|	  TSA: Cannabis sativa PK28883.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602089|gb|JP456522.1|	  TSA: Cannabis sativa PK15714.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605505|gb|JP459849.1|	  TSA: Cannabis sativa PK04491.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351602472|gb|JP456895.1|	  TSA: Cannabis sativa PK19012.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596652|gb|JP451208.1|	  TSA: Cannabis sativa PK19030.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614359|gb|JP468660.1|	  TSA: Cannabis sativa PK16199.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622293|gb|JP476594.1|	  TSA: Cannabis sativa PK09085.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600012|gb|JP454489.1|	  TSA: Cannabis sativa PK01795.11_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616154|gb|JP470455.1|	  TSA: Cannabis sativa PK13313.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609417|gb|JP463718.1|	  TSA: Cannabis sativa PK21469.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600735|gb|JP455197.1|	  TSA: Cannabis sativa PK21889.1_2.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351625842|gb|JP480143.1|	  TSA: Cannabis sativa PK02529.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351603082|gb|JP457442.1|	  TSA: Cannabis sativa PK07451.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599580|gb|JP454069.1|	  TSA: Cannabis sativa PK04084.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351596431|gb|JP450987.1|	  TSA: Cannabis sativa PK00228.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599768|gb|JP454254.1|	  TSA: Cannabis sativa PK21969.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599572|gb|JP454062.1|	  TSA: Cannabis sativa PK07076.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600706|gb|JP455168.1|	  TSA: Cannabis sativa PK12968.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605167|gb|JP459514.1|	  TSA: Cannabis sativa PK07326.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614136|gb|JP468437.1|	  TSA: Cannabis sativa PK20320.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616662|gb|JP470963.1|	  TSA: Cannabis sativa PK02151.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597448|gb|JP451994.1|	  TSA: Cannabis sativa PK01037.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604727|gb|JP459076.1|	  TSA: Cannabis sativa PK01703.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616564|gb|JP470865.1|	  TSA: Cannabis sativa PK24173.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623919|gb|JP478220.1|	  TSA: Cannabis sativa PK01807.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608184|gb|JP462494.1|	  TSA: Cannabis sativa PK11343.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614964|gb|JP469265.1|	  TSA: Cannabis sativa PK11386.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351624108|gb|JP478409.1|	  TSA: Cannabis sativa PK06292.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597901|gb|JP452438.1|	  TSA: Cannabis sativa PK16728.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601955|gb|JP456392.1|	  TSA: Cannabis sativa PK05052.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600840|gb|JP455299.1|	  TSA: Cannabis sativa PK01550.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607607|gb|JP461927.1|	  TSA: Cannabis sativa PK26911.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598391|gb|JP452916.1|	  TSA: Cannabis sativa PK01381.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351621088|gb|JP475389.1|	  TSA: Cannabis sativa PK17282.3_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600457|gb|JP454925.1|	  TSA: Cannabis sativa PK04474.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351608003|gb|JP462314.1|	  TSA: Cannabis sativa PK05310.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351615962|gb|JP470263.1|	  TSA: Cannabis sativa PK18662.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599537|gb|JP454029.1|	  TSA: Cannabis sativa PK08934.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351605140|gb|JP459487.1|	  TSA: Cannabis sativa PK06493.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351611757|gb|JP466058.1|	  TSA: Cannabis sativa PK12451.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620978|gb|JP475279.1|	  TSA: Cannabis sativa PK16403.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622841|gb|JP477142.1|	  TSA: Cannabis sativa PK05824.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623041|gb|JP477342.1|	  TSA: Cannabis sativa PK11168.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351598957|gb|JP453462.1|	  TSA: Cannabis sativa PK01296.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601162|gb|JP455614.1|	  TSA: Cannabis sativa PK09741.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351600921|gb|JP455378.1|	  TSA: Cannabis sativa PK03216.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351601389|gb|JP455835.1|	  TSA: Cannabis sativa PK00410.4_2.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609564|gb|JP463865.1|	  TSA: Cannabis sativa PK26942.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618666|gb|JP472967.1|	  TSA: Cannabis sativa PK14394.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622547|gb|JP476848.1|	  TSA: Cannabis sativa PK25027.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604835|gb|JP459184.1|	  TSA: Cannabis sativa PK07001.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599367|gb|JP453864.1|	  TSA: Cannabis sativa PK12261.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351607594|gb|JP461914.1|	  TSA: Cannabis sativa PK24680.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609110|gb|JP463411.1|	  TSA: Cannabis sativa PK17337.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351610980|gb|JP465281.1|	  TSA: Cannabis sativa PK27364.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351595734|gb|JP450299.1|	  TSA: Cannabis sativa PK26741.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351620315|gb|JP474616.1|	  TSA: Cannabis sativa PK11947.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351599919|gb|JP454399.1|	  TSA: Cannabis sativa PK26232.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351625308|gb|JP479609.1|	  TSA: Cannabis sativa PK21684.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351612555|gb|JP466856.1|	  TSA: Cannabis sativa PK19533.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616913|gb|JP471214.1|	  TSA: Cannabis sativa PK23149.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351609466|gb|JP463767.1|	  TSA: Cannabis sativa PK09164.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351618001|gb|JP472302.1|	  TSA: Cannabis sativa PK25567.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351604480|gb|JP458831.1|	  TSA: Cannabis sativa PK02044.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351614043|gb|JP468344.1|	  TSA: Cannabis sativa PK07337.2_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351623906|gb|JP478207.1|	  TSA: Cannabis sativa PK00636.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351591270|gb|JP449719.1|	  TSA: Cannabis sativa PK09364.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351622322|gb|JP476623.1|	  TSA: Cannabis sativa PK17199.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351616773|gb|JP471074.1|	  TSA: Cannabis sativa PK03989.1_1.CasaPuKu mRNA sequence	T
35.2	not assigned.unknown	gi|351597435|gb|JP451981.1|	  TSA: Cannabis sativa PK13868.1_1.CasaPuKu mRNA sequence	T
